Code,Parent,Name_fr
"73170","7317","Métiers de l’artisanat sur bois et sur des matériaux similaires"
"73180","7318","Métiers de l’artisanat sur textile, sur cuir et sur des matériaux similaires"
"73190","7319","Métiers de l’artisanat non classés ailleurs"
"73200","7320","Métiers de l’imprimerie, sip"
"73210","7321","Techniciens de prépresse"
"73220","7322","Imprimeurs"
"73230","7323","Relieurs et assimilés"
"74000","7400","Métiers de l’électricité et de l’électrotechnique, sip"
"74100","7410","Installateurs et réparateurs, équipements électriques, sip"
"74110","7411","Électriciens du bâtiment et assimilés"
"74120","7412","Mécaniciens et ajusteurs d’appareils électriques"
"74130","7413","Monteurs et réparateurs de lignes électriques"
"74200","7420","Monteurs et réparateurs, électronique et télécommunications, sip"
"74210","7421","Mécaniciens et réparateurs d’appareils électroniques"
"74220","7422","Monteurs et réparateurs, technologies de l’information et de la communication"
"75000","7500","Métiers de l’alimentation, du travail sur bois, de l’habillement et autres métiers qualifiés de l’industrie et de l’artisanat, sip"
"75100","7510","Métiers qualifiés de l’alimentation et assimilés, sip"
"75110","7511","Bouchers, poissonniers et assimilés"
"75120","7512","Boulangers, pâtissiers et confiseurs"
"75130","7513","Fabricants des produits laitiers"
"75140","7514","Conserveurs de fruits, de légumes et assimilés"
"75150","7515","Dégustateurs et classeurs de denrées alimentaires et de boissons"
"75160","7516","Métiers qualifiés de la préparation du tabac et de la fabrication des produits du tabac"
"75200","7520","Métiers qualifiés du traitement du bois, ébénistes et assimilés, sip"
"75210","7521","Métiers qualifiés du traitement du bois"
"75220","7522","Menuisiers-ébénistes et assimilés"
"75230","7523","Régleurs et conducteurs de machines à bois"
"75300","7530","Métiers qualifiés de l’habillement et assimilés, sip"
"75310","7531","Tailleurs, couturiers, fourreurs, modistes et chapeliers"
"75320","7532","Métiers qualifiés de la coupe de vêtements et assimilés"
"75330","7533","Couseurs, brodeurs et assimilés"
"75340","7534","Tapissiers et assimilés"
"75350","7535","Tanneurs, peaussiers et mégissiers"
"75360","7536","Cordonniers et assimilés"
"75400","7540","Autres métiers qualifiés de l’industrie et de l’artisanat, sip"
"75410","7541","Scaphandriers et plongeurs"
"75420","7542","Boutefeux"
"75430","7543","Contrôleurs et testeurs de produits (à l’exception des aliments et des boissons)"
"75440","7544","Fumigateurs et préposés au contrôle de la vermine et des mauvaises herbes"
"75490","7549","Métiers qualifiés de l’industrie et de l’artisanat non classés ailleurs"
"80000","8000","Conducteurs d’installations et de machines, et ouvriers de l’assemblage, sip"
"81000","8100","Conducteurs de machines et d’installations fixes, sip"
"81100","8110","Conducteurs d’installations d’exploitation minière et d’extraction des minéraux, sip"
"81110","8111","Mineurs et conducteurs d’installations de mine"
"81120","8112","Conducteurs d’installations de préparation des minerais et de la roche"
"81130","8113","Foreurs, sondeurs de puits et assimilés"
"81140","8114","Conducteurs de machines à fabriquer du ciment, de la pierre et d’autres produits minéraux"
"81200","8120","Conducteurs d’installations de transformation et de traitement superficiel des métaux, sip"
"81210","8121","Conducteurs d’installations de transformation et de traitement des métaux"
"81220","8122","Conducteurs d’installations de traitement superficiel des métaux"
"81300","8130","Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques, sip"
"81310","8131","Conducteurs d’installations et de machines de traitement chimique"
"81320","8132","Conducteurs de machines pour la fabrication des produits photographiques"
"81400","8140","Conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie, sip"
"81410","8141","Conducteurs de machines pour la fabrication des produits en caoutchouc"
"81420","8142","Conducteurs de machines pour la fabrication de produits en matières plastiques"
"81430","8143","Conducteurs de machines de papeterie"
"81500","8150","Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir, sip"
"81510","8151","Conducteurs de machines à préparer les fibres, à filer et à bobiner"
"81520","8152","Conducteurs de métiers mécaniques à tisser et à tricoter"
"81530","8153","Conducteurs de machines à coudre"
"81540","8154","Conducteurs de machines à blanchir, à teindre et à nettoyer les tissus"
"81550","8155","Conducteurs de machines à préparer les fourrures et le cuir"
"81560","8156","Conducteurs de machines pour la fabrication des chaussures et assimilés"
"81570","8157","Conducteurs de machines de blanchisserie"
"81590","8159","Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir, non classés ailleurs"
"81600","8160","Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes, sip"
"81601","8160","Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes (à l'exception de la vinification)"
"81602","8160","Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes, vinification"
"81700","8170","Conducteurs d’installations pour la fabrication du papier et pour le travail du bois, sip"
"81710","8171","Conducteurs d’installations pour la fabrication du papier et de la pâte à papier"
"81720","8172","Conducteurs d’installations pour le travail du bois"
"81800","8180","Autres conducteurs de machines et d’installations fixes, sip"
"81810","8181","Conducteurs d’installations de verrerie et de céramique"
"81820","8182","Chauffeurs de machines à vapeur et de chaudières"
"81830","8183","Conducteurs de machines d’emballage, d’embouteillage et d’étiquetage"
"81890","8189","Conducteurs de machines et d’installations fixes non classés ailleurs"
"82000","8200","Ouvriers de l’assemblage, sip"
"82100","8210","Ouvriers de l’assemblage, sip"
"82110","8211","Monteurs en construction mécanique"
"82120","8212","Monteurs d’appareils électriques et électroniques"
"82190","8219","Monteurs et assembleurs non classés ailleurs"
"83000","8300","Conducteurs de véhicules et d’engins lourds de levage et de manœuvre, sip"
"83100","8310","Conducteurs de locomotives et assimilés, sip"
"83110","8311","Conducteurs de locomotives"
"83120","8312","Serre-freins, aiguilleurs et agents de manœuvre"
"83200","8320","Conducteurs d’automobiles, de camionnettes et de motocycles, sip"
"83210","8321","Conducteurs de motocycles"
"83220","8322","Chauffeurs de taxi et conducteurs d’automobiles et de camionnettes"
"83300","8330","Conducteurs de poids lourds et d’autobus, sip"
"83310","8331","Conducteurs d’autobus et de tramways"
"83320","8332","Conducteurs de poids lourds et de camions"
"83400","8340","Conducteurs de matériels et engins mobiles, sip"
"83410","8341","Conducteurs d’engins mobiles agricoles et forestiers"
"83420","8342","Conducteurs d’engins de terrassement et de matériels similaires, sip"
"83421","8342","Conducteurs d'engins de construction des routes et des voies de communication"
"83422","8342","Conducteurs de machines de chantier qualifiés"
"83430","8343","Conducteurs de grues, d'engins de levage divers et de matériels similaires, sip"
"83431","8343","Conducteurs de grues, d’engins de levage divers et de matériels similaires (sans remontées mécaniques)"
"83432","8343","Conducteurs de grues, d’engins de levage divers et de matériels similaires, remontées mécaniques"
"83440","8344","Conducteurs de chariots élévateurs"
"83500","8350","Matelots de pont et assimilés"
"90000","9000","Professions élémentaires, sip"
"91000","9100","Aides de ménage et de nettoyage, sip"
"91100","9110","Aides de ménage et agents d’entretien à domicile et dans les hôtels et bureaux, sip"
"91110","9111","Aides de ménage à domicile"
"91120","9112","Agents d’entretien dans les bureaux, les hôtels et autres établissements"
"91200","9120","Laveurs de véhicules et de vitres, laveurs de linge et autres nettoyeurs manuels, sip"
"91210","9121","Laveurs et repasseurs de linge à la main"
"91220","9122","Laveurs de véhicules"
"91230","9123","Laveurs de vitres"
"91290","9129","Autres nettoyeurs"
"92100","9210","Manœuvres de l’agriculture, de la pêche et de la sylviculture, sip"
"92110","9211","Manœuvres des cultures maraîchères et arboricoles"
"92120","9212","Manœuvres de l’élevage"
"92130","9213","Manœuvres de l’agriculture et de l’élevage"
"92140","9214","Manœuvres, paysagisme et horticulture"
"92150","9215","Manœuvres forestiers"
"92160","9216","Manœuvres pêcheurs et aquaculteurs"
"93000","9300","Manœuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des transports, sip"
"93100","9310","Manœuvres des mines, du bâtiment et des travaux publics, sip"
"93110","9311","Manœuvres des mines et des carrières"
"93120","9312","Manœuvres de chantier de travaux publics"
"93130","9313","Manœuvres du bâtiment, sip"
"93131","9313","Manœuvres du bâtiment, domaine principal de la construction"
"93132","9313","Manœuvres du bâtiment, second œuvre"
"93200","9320","Manœuvres des industries manufacturières, sip"
"93210","9321","Emballeurs à la main et autres manœuvres des industries manufacturières"
"93290","9329","Manœuvres des industries manufacturières non classés ailleurs"
"93300","9330","Manœuvres des transports et de l’entreposage, sip"
"93310","9331","Conducteurs de véhicules à bras et à pédales"
"93320","9332","Conducteurs de véhicules et de machines à traction animale"
"93330","9333","Manutentionnaires"
"93340","9334","Garnisseurs de rayons"
"94100","9410","Assistants de fabrication de l’alimentation, sip"
"94110","9411","Cuisiniers, restauration rapide"
"94120","9412","Aides-cuisiniers et aides de cuisine, sip"
"94121","9412","Aides-cuisiniers"
"94122","9412","Aides de cuisine"
"95000","9500","Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés, sip"
"95100","9510","Travailleurs des petits métiers des rues et assimilés"
"95200","9520","Vendeurs ambulants (à l’exception de l’alimentation)"
"96000","9600","Éboueurs et autres travailleurs non qualifiés, sip"
"96100","9610","Éboueurs, sip"
"96110","9611","Manœuvres, enlèvement des ordures et matériel recyclable"
"96120","9612","Trieurs de déchets"
"96130","9613","Balayeurs et manœuvres assimilés"
"96200","9620","Autres professions élémentaires, sip"
"96210","9621","Messagers, porteurs de bagages et livreurs de colis"
"96220","9622","Manœuvres polyvalents"
"96230","9623","Encaisseurs de distributeurs automatiques à prépaiement et releveurs de compteurs"
"96240","9624","Porteurs d’eau et ramasseurs de bois de feu"
"96290","9629","Professions élémentaires non classées ailleurs"
