Code,Parent,Name_fr
"11102006","92130","Journalier agricole | Journalière agricole"
"11102007","92130","Chef garçon de ferme | Cheffe fille de ferme"
"11102009","92120","Trayeur | Trayeuse"
"11102010","92130","Employé agricole | Employée agricole"
"11102011","92130","Aide agricole"
"11102012","92130","Charretier | Charretière"
"11102013","61211","Pâtre | Pâtresse"
"11102014","61211","Pâtre montagnard | Pâtresse montagnarde"
"11102016","92120","Servant d'écurie | Servante d'écurie"
"11102017","83410","Conducteur de tracteur agricole | Conductrice de tracteur agricole"
"11102018","92110","Cueilleur | Cueilleuse"
"11102019","92130","Domestique de ferme"
"11102020","92120","Garçon d'écurie | Fille d'écurie"
"11102021","92130","Ouvrier agricole | Ouvrière agricole"
"11103001","13110","Intendant d'un domaine | Intendante d'un domaine"
"11103002","13110","Propriétaire d'un domaine"
"11103003","32400","Technicien en insémination artificielle | Technicienne en insémination artificielle"
"11103004","32400","Inséminateur | Inséminatrice"
"11103005","31420","Agrotechnicien/-ingénieur | Agrotechnicienne/-ingénieure"
"11103006","31410","Technicien en protection des plantes | Technicienne en protection des plantes"
"11103007","61300","Administrateur agricole | Administratrice agricole"
"11103008","92110","Cueilleur de plantes médicinales | Cueilleuse de plantes médicinales"
"11103009","75440","Taupier | Taupière"
"11103010","21320","Expert agricole | Experte agricole"
"11103011","83410","Batteur (céréales) | Batteuse (céréales)"
"11103012","83410","Conducteur de batteuse | Conductrice de batteuse"
"11103013","61300","Administrateur d'économie agricole | Administratrice d'économie agricole"
"11103014","61300","Agriculteur en cultures spéciales | Agricultrice en cultures spéciales"
"11103015","21320","Conseiller agricole | Conseillère agricole"
"11103016","32570","Inspecteur du bétail | Inspectrice du bétail"
"11103017","61300","Chef de culture | Cheffe de culture"
"11103018","92130","Assistant agricole | Assistante agricole"
"11103019","43210","Administrateur du registre de l'élevage | Administratrice du registre de l'élevage"
"11103021","92110","Ramasseur de lichens | Ramasseuse de lichens"
"11103024","92110","Ouvrier batteur (céréales) | Ouvrière batteuse (céréales)"
"11103025","92120","Ouvrier d'élevage | Ouvrière d'élevage"
"11103026","21320","Expert en mulsion | Experte en mulsion"
"11103027","21320","Conseiller en mulsion | Conseillère en mulsion"
"11103028","21320","Conseiller dans la culture des plantes | Conseillère dans la culture des plantes"
"11103029","21320","Céréaliste"
"11103030","21320","Conseiller en culture agricole | Conseillère en culture agricole"
"11103031","31420","Conseiller en engrais | Conseillère en engrais"
"11103032","21320","Conseiller en protection des plantes | Conseillère en protection des plantes"
"11103033","61100","Agropraticien AFP, cultures spéciales | Agropraticienne AFP, cultures spéciales"
"11103034","21320","Conseiller en milieu rural, dipl. EPS | Conseillère en milieu rural, dipl. EPS"
"11103035","75440","Spécialiste en lutte contre les néophytes"
"11103036","32570","Inspecteur en matière agricole | Inspectrice en matière agricole"
"11103037","33220","Conseiller en alimentation animale | Conseillère en alimentation animale"
"11201001","61121","Pomologue"
"11201002","31420","Technicien-arboriculteur | Technicienne-arboricultrice"
"11201003","61121","Arboriculteur, cultures fruitières | Arboricultrice, cultures fruitières"
"11201004","21320","Conseiller arboricole | Conseillère arboricole"
"11201005","61121","Spécialiste en arboriculture"
"11201006","61121","Cultivateur de fruits | Cultivatrice de fruits"
"11201007","61121","Arboriculteur, maître EPS | Arboricultrice, maître EPS"
"11201009","92110","Trieur de fruits | Trieuse de fruits"
"11201011","61121","Arboriculteur (cultures fruitières) | Arboricultrice (cultures fruitières)"
"11201012","92110","Cueilleur de fruits | Cueilleuse de fruits"
"11201013","32570","Inspecteur de culture fruitière | Inspectrice de culture fruitière"
"11201015","61121","Arboriculteur, brev. féd. EP | Arboricultrice, brev. féd. EP"
"11201016","61121","Arboriculteur et viticulteur | Arboricultrice et viticultrice"
"11201017","61121","Producteur de fruits | Productrice de fruits"
"11201018","61121","Arboriculteur CFC | Arboricultrice CFC"
"11201019","61121","Maître arboriculteur EPS | Maître arboricultrice EPS"
"11201020","61121","Chef d'exploitation arboricole, brev. féd. EP | Cheffe d'exploitation arboricole, brev. féd. EP"
"11201021","61121","Producteur de fruits et de baies | Productrice de fruits et de baies"
"11202001","61122","Viticulteur | Viticultrice"
"11202003","61122","Vigneron-encaveur | Vigneronne-encaveuse"
"11202004","61122","Viticulteur, fermier | Viticultrice, fermière"
"11202005","61122","Chef vigneron | Cheffe vigneronne"
"11202006","92110","Collaborateur vigneron | Collaboratrice vigneronne"
"11202007","33590","Commissaire en viticulture"
"11202008","61122","Viticulteur, maître EPS | Viticultrice, maître EPS"
"11202009","92110","Ouvrier vigneron | Ouvrière vigneronne"
"11202010","61122","Vigneron | Vigneronne"
"11202011","92110","Vendangeur | Vendangeuse"
"11202012","92110","Aide en viticulture"
"11202013","61122","Viticulteur, maître | Viticultrice, maître"
"11202014","61122","Viticulteur, brev. féd. EP | Viticultrice, brev. féd. EP"
"11202016","92110","Greffeur de vignes | Greffeuse de vignes"
"11202017","61122","Viticulteur CFC | Viticultrice CFC"
"11202018","81602","Agropraticien AFP, vinification | Agropraticienne AFP, vinification"
"11202019","61122","Maître viticulteur EPS | Maître viticultrice EPS"
"11202020","61122","Chef d'exploitation viticole, brev. féd. EP | Cheffe d'exploitation viticole, brev. féd. EP"
"11203001","61132","Champignonniste"
"11203002","61110","Agriculteur-maraîcher | Agricultrice-maraîchère"
"11203003","61110","Agriculteur-maraîcher EPS | Agricultrice-maraîchère EPS"
"11203004","61132","Planteur de tabac | Planteuse de tabac"
"11203005","61110","Cultivateur d'asperges | Cultivatrice d'asperges"
"11203006","92110","Ramasseur de champignons | Ramasseuse de champignons"
"11203008","61110","Jardinier-maraîcher | Jardinière-maraîchère"
"11203009","61300","Bioagriculteur | Bioagricultrice"
"11203010","61132","Jardinier-bio | Jardinière-bio"
"11203011","92110","Ouvrier maraîcher | Ouvrière maraîchère"
"11203013","61110","Maraîcher | Maraîchère"
"11203014","61110","Agriculteur-maraîcher, maître | Agricultrice-maraîchère, maître"
"11203015","61110","Maraîcher, maître | Maraîchère, maître"
"11203016","61110","Maraîcher, maître EPS | Maraîchère, maître EPS"
"11203017","61121","Arboriculteur et maraîcher | Arboricultrice et maraîchère"
"11203019","61110","Jardinier de légumes bio | Jardinière de légumes bio"
"11203020","61110","Agriculteur maraîcher bio | Agricultrice maraîchère bio"
"11203021","61110","Producteur de légumes | Productrice de légumes"
"11203022","61110","Maraîcher CFC | Maraîchère CFC"
"11203023","61110","Houblonnier | Houblonnière"
"11301001","92120","Palefrenier (domestique d'écurie) | Palefrenière (domestique d'écurie)"
"11301002","61212","Ecuyer | Ecuyère"
"11301003","61211","Engraisseur du bétail | Engraisseuse du bétail"
"11301004","61212","Palefrenier | Palefrenière"
"11301005","61211","Chef d'écurie | Cheffe d'écurie"
"11301006","61290","Eleveur | Eleveuse"
"11301007","61211","Eleveur de bétail bovin | Eleveuse de bétail bovin"
"11301009","61212","Chef d'un haras | Cheffe d'un haras"
"11301010","61211","Eleveur de gros bétail | Eleveuse de gros bétail"
"11301011","61212","Chef d'une pension pour chevaux | Cheffe d'une pension pour chevaux"
"11301012","61300","Agriculteur-soigneur de chevaux | Agricultrice-soigneuse de chevaux"
"11301013","31420","Expert en bétail bovin | Experte en bétail bovin"
"11301015","61212","Eleveur de chevaux | Eleveuse de chevaux"
"11301016","61212","Surveillant de haras | Surveillante de haras"
"11301017","61212","Propriétaire d'une écurie"
"11301018","92120","Conducteur dans un dépôt de monte équine | Conductrice dans un dépôt de monte équine"
"11301020","61212","Ecuyer, brev. féd. EP | Ecuyère, brev. féd. EP"
"11301021","61211","Eleveur de bétail | Eleveuse de bétail"
"11301022","92120","Employé de centre équestre | Employée de centre équestre"
"11301024","61212","Professionnel du cheval CFC | Professionnelle du cheval CFC"
"11301025","61212","Gardien de chevaux AFP | Gardienne de chevaux AFP"
"11301026","61212","Professionnel du cheval CFC, soins aux chevaux | Professionnelle du cheval CFC, soins aux chevaux"
"11301027","61212","Professionnel du cheval CFC, monte à cheval classique | Professionnelle du cheval CFC, monte à cheval classique"
"11301028","61212","Professionnel du cheval CFC, monte à cheval western | Professionnelle du cheval CFC, monte à cheval western"
"11301029","61212","Professionnel du cheval CFC, chevaux d'allures | Professionnelle du cheval CFC, chevaux d'allures"
"11301030","61212","Professionnel du cheval CFC, sport de course | Professionnelle du cheval CFC, sport de course"
"11301031","61211","Eleveur d'alpagas | Eleveuse d'alpagas"
"11301032","61212","Expert du domaine équin, dipl. EPS | Experte du domaine équin, dipl. EPS"
"11301033","61212","Spécialiste du domaine équin, brev. féd. EP"
"11301034","61212","Spécialiste du domaine équin, brev. féd. EP, soins et services"
"11301035","61212","Spécialiste du domaine équin, brev. féd. EP, monte classique"
"11301036","61212","Spécialiste du domaine équin, brev. féd. EP, monte western"
"11301037","61212","Spécialiste du domaine équin, brev. féd. EP, chevaux d'allures"
"11301038","61212","Spécialiste du domaine équin, brev. féd. EP, chevaux de course"
"11301039","61212","Spécialiste du domaine équin, brev. féd. EP, attelage"
"11301040","61212","Professionnel du cheval CFC, attelage | Professionnelle du cheval CFC, attelage"
"11301042","61212","Professionnel du cheval CFC, chevaux de course | Professionnelle du cheval CFC, chevaux de course"
"11302002","61290","Eleveur de chiens | Eleveuse de chiens"
"11302003","61290","Eleveur d'animaux à fourrure | Eleveuse d'animaux à fourrure"
"11302004","61290","Eleveur de lapins | Eleveuse de lapins"
"11302005","92120","Aide éleveur de porcs | Aide éleveuse de porcs"
"11302007","61211","Eleveur de petit bétail | Eleveuse de petit bétail"
"11302008","61211","Eleveur de porcs | Eleveuse de porcs"
"11302009","61211","Gardien de moutons | Gardienne de moutons"
"11302010","61211","Gardien de porcherie | Gardière de porcherie"
"11302012","61211","Chevrier | Chevrière"
"11302013","61211","Conseiller dans l'élevage des porcs | Conseillère dans l'élevage des porcs"
"11302014","61211","Engraisseur de porcs | Engraisseuse de porcs"
"11302015","51640","Soigneur de chiens | Soigneuse de chiens"
"11302017","61211","Porcher | Porchère"
"11302020","61290","Eleveur de petits animaux | Eleveuse de petits animaux"
"11302021","61211","Eleveur de moutons | Eleveuse de moutons"
"11302023","61211","Eleveur de chèvres | Eleveuse de chèvres"
"11303001","61220","Eleveur de pigeons voyageurs | Eleveuse de pigeons voyageurs"
"11303004","61220","Eleveur de volaille | Eleveuse de volaille"
"11303005","92120","Aide dans un établissement d'incubation"
"11303006","61220","Propriétaire d'une aviculture"
"11303008","92120","Aide-aviculteur | Aide-avicultrice"
"11303009","61220","Aviculteur, maître EPS | Avicultrice, maître EPS"
"11303010","92120","Gardien de volaille | Gardienne de volaille"
"11303011","13110","Propriétaire d'un établissement d'incubation"
"11303012","61220","Aviculteur (examen de capacité) | Avicultrice (examen de capacité)"
"11303014","31420","Expert en volailles | Experte en volailles"
"11303015","61220","Conseiller spécialisé dans la volaille | Conseillère spécialisée dans la volaille"
"11303016","61290","Eleveur d'oiseaux d'agrément | Eleveuse d'oiseaux d'agrément"
"11303017","61220","Aviculteur CFC | Avicultrice CFC"
"11303018","61220","Aviculteur, maître | Avicultrice, maître"
"11303019","61220","Maître aviculteur EPS | Maître avicultrice EPS"
"11303020","61220","Chef d'exploitation avicole, brev. féd. EP | Cheffe d'exploitation avicole, brev. féd. EP"
"11304001","62210","Eleveur de crustacés | Eleveuse de crustacés"
"11304002","62210","Eleveur de poissons d'agrément | Eleveuse de poissons d'agrément"
"11304003","62210","Pisciculteur | Piscicultrice"
"11304004","62210","Ostréiculteur | Ostréicultrice"
"11304006","62210","Eleveur de truites | Eleveuse de truites"
"11304007","62210","Employé de pisciculture | Employée de pisciculture"
"11304009","62210","Conchyliculteur | Conchylicultrice"
"11304010","62210","Pisciculteur, production et élevage de poissons | Piscicultrice, production et élevage de poissons"
"11305001","96290","Aide de chenil"
"11305003","51640","Dresseur de chiens | Dresseuse de chiens"
"11305005","51640","Moniteur de chiens-guides d'aveugles | Monitrice de chiens-guides d'aveugles"
"11305006","51640","Aide-éleveur d'animaux | Aide-éleveuse d'animaux"
"11305007","51640","Toiletteur pour chiens | Toiletteuse pour chiens"
"11305008","51640","Surveillant de jardin zoologique | Surveillante de jardin zoologique"
"11305009","51640","Ongleur | Ongleuse"
"11305010","51640","Tondeur de chiens | Tondeuse de chiens"
"11305011","92120","Convoyeur de bétail | Convoyeuse de bétail"
"11305013","92120","Aide-éleveur d'animaux à fourrures | Aide-éleveuse d'animaux à fourrures"
"11305014","51640","Gardien d'ours | Gardienne d'ours"
"11305015","51640","Gardien de ménagerie | Gardienne de ménagerie"
"11305016","51640","Surveillant d'aquarium | Surveillante d'aquarium"
"11305017","32400","Surveillant d'institut d'insémination | Surveillante d'institut d'insémination"
"11305019","51640","Gardien de terrarium | Gardienne de terrarium"
"11305020","51640","Surveillant de volière | Surveillante de volière"
"11305021","92120","Tondeur de moutons | Tondeuse de moutons"
"11305022","96290","Aide-soigneur d'animaux | Aide-soigneuse d'animaux"
"11305023","51640","Aide-toiletteur pour chiens | Aide-toiletteuse pour chiens"
"11305028","61211","Eleveur d'animaux | Eleveuse d'animaux"
"11305029","96290","Aide en soins aux animaux"
"11305030","61230","Apiculteur | Apicultrice"
"11305031","61230","Sériciculteur | Séricicultrice"
"11305034","61230","Eleveur de vers de farine | Eleveuse de vers de farine"
"11305035","51640","Directeur de pension pour animaux | Directrice de pension pour animaux"
"11305036","51640","Gardien d'animaux | Gardienne d'animaux"
"11305037","61290","Fauconnier | Fauconnière"
"11305038","51640","Toiletteur pour animaux | Toiletteuse pour animaux"
"11305039","34210","Conducteur de chiens de traîneau | Conductrice de chiens de traîneau"
"11305040","51640","Interprète animalier | Interprète animalière"
"11305041","61230","Inspecteur des ruchers | Inspectrice des ruchers"
"11305042","61230","Conseiller en apiculture | Conseillère en apiculture"
"11305043","61230","Maître apiculteur | Maître apicultrice"
"11305044","61230","Eleveur d'insectes | Eleveuse d'insectes"
"11305046","51640","Instructeur de chiens-guides d'aveugles, dipl. EPS | Instructrice de chiens-guides d'aveugles, dipl. EPS"
"11305047","51640","Gardien d'animaux CFC | Gardienne d'animaux CFC"
"11305048","51640","Gardien d'animaux de laboratoire | Gardienne d'animaux de laboratoire"
"11305049","51640","Gardien d'animaux CFC, animaux de compagnie | Gardienne d'animaux CFC, animaux de compagnie"
"11305050","51640","Gardien d'animaux CFC, animaux de laboratoire | Gardienne d'animaux CFC, animaux de laboratoire"
"11305051","51640","Gardien d'animaux CFC, animaux sauvages | Gardienne d'animaux CFC, animaux sauvages"
"11401001","61131","Technicien paysagiste | Technicienne paysagiste"
"11401002","92140","Ouvrier pépiniériste | Ouvrière pépiniériste"
"11401003","61132","Horticulteur commercial | Horticultrice commerciale"
"11401004","61131","Jardinier de parc | Jardinière de parc"
"11401005","61132","Horticulteur de plantes en pots et de fleurs coupées | Horticultrice de plantes en pots et de fleurs coupées"
"11401006","61131","Créateur de jardins | Créatrice de jardins"
"11401007","61132","Horticulteur de plantes vivaces et d'arbustes | Horticultrice de plantes vivaces et d'arbustes"
"11401008","92140","Aide-jardinier | Aide-jardinière"
"11401009","61130","Horticulteur, contremaître, brev. féd. EP | Horticultrice, contremaîtresse, brev. féd. EP"
"11401010","61132","Jardinier arboricole | Jardinière arboricole"
"11401011","61132","Pépiniériste"
"11401012","61131","Horticulteur-paysagiste | Horticultrice-paysagiste"
"11401013","61132","Emondeur | Emondeuse"
"11401014","61121","Arboriculteur fruitier | Arboricultrice fruitière"
"11401015","61132","Horticulteur, pépinières/arboriculture fruitière | Horticultrice, pépinières/arboriculture fruitière"
"11401016","61132","Surveillant de pépinière | Surveillante de pépinière"
"11401017","61130","Horticulteur | Horticultrice"
"11401019","61132","Floriculteur | Floricultrice"
"11401020","61131","Spécialiste en aménagement d'espaces verts"
"11401023","61132","Cultivateur d'arbres | Cultivatrice d'arbres"
"11401024","92140","Chargé de l'entretien de pelouses | Chargée de l'entretien de pelouses"
"11401025","61132","Cultivateur d'oignons à fleurs | Cultivatrice d'oignons à fleurs"
"11401026","61121","Cultivateur de baies | Cultivatrice de baies"
"11401027","61131","Jardinier de la clientèle | Jardinière de la clientèle"
"11401028","61131","Jardinier d'établissement | Jardinière d'établissement"
"11401029","61131","Jardinier d'hôtel | Jardinière d'hôtel"
"11401030","61131","Jardinier de cimetières | Jardinière de cimetières"
"11401031","61131","Jardinier de domaine | Jardinière de domaine"
"11401032","61131","Jardinier de fabrique | Jardinière de fabrique"
"11401033","61131","Jardinier municipal | Jardinière municipale"
"11401034","61132","Jardinier expérimentateur | Jardinière expérimentatrice"
"11401035","61132","Jardinier spécialisé en production d'arbrisseaux | Jardinière spécialisée en production d'arbrisseaux"
"11401036","61132","Jardinier spécialisé en production de plantes en pot | Jardinière spécialisée en production de plantes en pot"
"11401037","61131","Jardinier décorateur | Jardinière décoratrice"
"11401038","61132","Jardinier-grainetier | Jardinière-grainetière"
"11401039","92140","Ouvrier de parc-jardin | Ouvrière de parc-jardin"
"11401040","92140","Ouvrier jardinier | Ouvrière jardinière"
"11401041","61132","Pépiniériste-forestier | Pépiniériste-forestière"
"11401042","61132","Cultivateur de semences | Cultivatrice de semences"
"11401043","61131","Administrateur de jardins | Administratrice de jardins"
"11401044","61131","Horticulteur paysagiste | Horticultrice paysagiste"
"11401046","92140","Employé de jardins | Employée de jardins"
"11401047","61130","Horticulteur, maître EPS | Horticultrice, maître EPS"
"11401049","13110","Chef-jardinier de la ville | Cheffe-jardinière de la ville"
"11401050","61130","Contremaître-jardinier | Contremaîtresse-jardinière"
"11401051","14200","Chef de centre jardinier | Cheffe de centre jardinier"
"11401052","92140","Employé d'horticulture | Employée d'horticulture"
"11401053","92140","Aide horticole"
"11401055","61132","Propriétaire d'une pépinière"
"11401056","61131","Aménageur d'espace verts | Aménageuse d'espace verts"
"11401057","61131","Chef d'équipe-paysagiste | Cheffe d'équipe-paysagiste"
"11401058","92140","Ouvrier horticulteur | Ouvrière horticultrice"
"11401059","61132","Jardinier-hydroculteur | Jardinière-hydrocultrice"
"11401061","92140","Ouvrier horticole | Ouvrière horticole"
"11401065","13110","Propriétaire d'entreprise horticole"
"11401066","13110","Entrepreneur horticole | Entrepreneure horticole"
"11401067","21320","Sélectionneur de semences | Sélectionneuse de semences"
"11401068","61132","Gardien arboricole | Gardienne arboricole"
"11401069","61132","Tailleur d'arbres | Tailleuse d'arbres"
"11401070","92140","Employé à l'entretien des arbres | Employée à l'entretien des arbres"
"11401072","61132","Spécialiste de l'entretien des arbres"
"11401074","92140","Assistant en culture de semis | Assistante en culture de semis"
"11401075","61131","Jardinier (de domaine) | Jardinière (de domaine)"
"11401076","61131","Jardinier (privé) | Jardinière (privée)"
"11401077","61132","Planteur | Planteuse"
"11401078","61131","Technicien-paysagiste | Technicienne-paysagiste"
"11401079","92110","Cueilleur de baies | Cueilleuse de baies"
"11401080","61132","Spécialiste en soin des arbres, brev. féd. EP"
"11401081","61132","Horticulteur, maître EPS, pépiniériste | Horticultrice, maître EPS, pépiniériste"
"11401082","61131","Horticulteur, maître EPS, paysagiste | Horticultrice, maître EPS, paysagiste"
"11401083","61132","Horticulteur, maître EPS, plantes vivaces et arbustes rares et nains | Horticultrice, maître EPS, plantes vivaces et arbustes rares et nains"
"11401084","61132","Horticulteur, maître EPS, floriculteur | Horticultrice, maître EPS, floricultrice"
"11401085","61132","Contremaître-horticulteur, brev. féd. EP, pépiniériste | Contremaîtresse-horticultrice, brev. féd. EP, pépiniériste"
"11401086","61131","Contremaître-horticulteur, brev. féd. EP, paysagiste | Contremaîtresse-horticultrice, brev. féd. EP, paysagiste"
"11401087","61132","Contremaître-horticulteur, brev. féd. EP, plantes vivaces, arbustes rares... | Contremaîtresse-horticultrice, brev. féd. EP, plantes vivaces, arbustes rares..."
"11401088","61132","Contremaître-horticulteur, brev. féd. EP, floriculteur | Contremaîtresse-horticultrice, brev. féd. EP, floricultrice"
"11401089","61130","Horticulteur, contremaître | Horticultrice, contremaîtresse"
"11401090","61130","Horticulteur, maître | Horticultrice, maître"
"11401092","61132","Horticulteur, pépiniériste, maître | Horticultrice, pépiniériste, maître"
"11401093","61131","Horticulteur, paysagiste, maître | Horticultrice, paysagiste, maître"
"11401094","61132","Horticulteur, plantes vivaces et arbustes rares et nains, maître | Horticultrice, plantes vivaces et arbustes rares et nains, maître"
"11401095","61132","Horticulteur, floriculteur, maître | Horticultrice, floricultrice, maître"
"11401096","61132","Contremaître-horticulteur, pépiniériste | Contremaîtresse-horticultrice, pépiniériste"
"11401097","61131","Contremaître-horticulteur, paysagiste | Contremaîtresse-horticultrice, paysagiste"
"11401098","61132","Contremaître-horticulteur, plantes vivaces, arbustes rares... | Contremaîtresse-horticultrice, plantes vivaces, arbustes rares..."
"11401099","61132","Contremaître-horticulteur, floriculteur | Contremaîtresse-horticultrice, floricultrice"
"11401100","61132","Cultivateur | Cultivatrice"
"11401101","61130","Jardinier | Jardinière"
"11401102","61132","Horticulteur, floriculture | Horticultrice, floriculture"
"11401103","61132","Horticulteur, pépinière | Horticultrice, pépinière"
"11401104","61132","Horticulteur, plantes vivaces | Horticultrice, plantes vivaces"
"11401105","61131","Horticulteur, paysagisme | Horticultrice, paysagisme"
"11401106","61132","Horticulteur, floriculteur, maître EPS | Horticultrice, floricultrice, maître EPS"
"11401107","61132","Horticulteur, pépiniériste, maître EPS | Horticultrice, pépiniériste, maître EPS"
"11401108","61132","Horticulteur, plantes vivaces et arbustes rares et nains, maître EPS | Horticultrice, plantes vivaces et arbustes rares et nains, maître EPS"
"11401109","61131","Horticulteur, paysagiste, maître EPS | Horticultrice, paysagiste, maître EPS"
"11401110","31410","Technicien d'herbier | Technicienne d'herbier"
"11401111","61132","Jardinier spécialisé en orchidées | Jardinière spécialisée en orchidées"
"11401112","61132","Greffeur de rosiers | Greffeuse de rosiers"
"11401113","61132","Greffeur d'arbres | Greffeuse d'arbres"
"11401114","61132","Rosiériste"
"11401115","61132","Jardinier spécialisé en fleurs coupées | Jardinière spécialisée en fleurs coupées"
"11401116","61132","Jardinier de bonsaï | Jardinière de bonsaï"
"11401117","61132","Jardinier spécialisé en cactus | Jardinière spécialisée en cactus"
"11401119","61131","Jardinier d'entreprise | Jardinière d'entreprise"
"11401120","61131","Jardinier aux travaux publics | Jardinière aux travaux publics"
"11401121","61131","Jardinier communal | Jardinière communale"
"11401122","61132","Jardinier de fines herbes | Jardinière de fines herbes"
"11401123","61131","Paysagiste (jardinier) | Paysagiste (jardinière)"
"11401124","61131","Jardinier naturel | Jardinière naturelle"
"11401125","61131","Jardinier de château | Jardinière de château"
"11401126","61131","Jardinier d'hôpital | Jardinière d'hôpital"
"11401127","61131","Aménagiste (parcs et jardins)"
"11401128","61132","Jardinier de plantes des Alpes | Jardinière de plantes des Alpes"
"11401129","61132","Jardinier de plantes sauvages | Jardinière de plantes sauvages"
"11401130","61131","Jardinier d'entretien | Jardinière d'entretien"
"11401131","61132","Horticulteur CFC | Horticultrice CFC"
"11401132","61131","Horticulteur CFC, paysagisme | Horticultrice CFC, paysagisme"
"11401133","61132","Horticulteur CFC, pépinière | Horticultrice CFC, pépinière"
"11401134","61132","Horticulteur CFC, plantes vivaces | Horticultrice CFC, plantes vivaces"
"11401135","61132","Horticulteur CFC, floriculture | Horticultrice CFC, floriculture"
"11401136","61130","Horticulteur AFP | Horticultrice AFP"
"11401137","61131","Horticulteur AFP, paysagisme | Horticultrice AFP, paysagisme"
"11401138","61132","Horticulteur AFP, production de plantes | Horticultrice AFP, production de plantes"
"11401139","61130","Jardinier, maître EPS | Jardinière, maître EPS"
"11401140","61130","Contremaître jardinier, brev. féd. EP | Contremaîtresse jardinière, brev. féd. EP"
"11401141","61131","Contremaître jardinier, brev. féd. EP, paysagiste | Contremaîtresse jardinière, brev. féd. EP, paysagiste"
"11401142","61131","Contremaître jardinier, brev. féd. EP, spécialiste d'entretien des espaces verts | Contremaîtresse jardinière, brev. féd. EP, spéc. d'entretien des espaces verts"
"11401143","61132","Contremaître jardinier, brev. féd. EP, floriculteur | Contremaîtresse jardinière, brev. féd. EP, floricultrice"
"11401144","61132","Contremaître jardinier, brev. féd. EP, pépiniériste | Contremaîtresse jardinière, brev. féd. EP, pépiniériste"
"11401145","61132","Contremaître jardinier, brev. féd. EP, cultivateur de plantes vivaces | Contremaîtresse jardinière, brev. féd. EP, cultivatrice de plantes vivaces"
"11401146","61131","Contremaître jardinier, brev. féd. EP, conseiller horticole | Contremaîtresse jardinière, brev. féd. EP, conseillère horticole"
"11401147","61131","Contremaître jardinier, brev. féd. EP, spécialiste en entretien de cimetières | Contremaîtresse jardinière, brev. féd. EP, spéc. en entretien de cimetières"
"11401148","61131","Contremaître jardinier, brev. féd. EP, spécialiste en jardins naturels | Contremaîtresse jardinière, brev. féd. EP, spécialiste en jardins naturels"
"11401149","61131","Créateur de jardins naturels | Créatrice de jardins naturels"
"11401151","31420","Expert arboricole | Experte arboricole"
"11401152","61131","Contremaître jardinier, brev. féd. EP, spécialiste en gazon de sport et golf | Contremaîtresse jardinière, brev. féd. EP, spécialiste en gazon de sport et golf"
"11401153","61131","Artisan en conservation des monuments historiques, brev. féd. EP, horticulture | Artisane en conservation des monuments historiques, brev. féd. EP, horticulture"
"11402001","75490","Fleuriste"
"11402002","75490","Fleuriste, dipl. EPS"
