Code,Parent,Name_fr
"22302015","75360","Batteur de cambrures | Batteuse de cambrures"
"22302016","75360","Cordonnier en chaussures de sport | Cordonnière en chaussures de sport"
"22302017","75360","Bottier-orthopédiste | Bottière-orthopédiste"
"22302018","75360","Bordeur de chaussures | Bordeuse de chaussures"
"22302019","75360","Cordonnier réparateur | Cordonnière réparatrice"
"22302020","75360","Cordonnier sur mesure | Cordonnière sur mesure"
"22302021","75360","Estampeur de semelles | Estampeuse de semelles"
"22302023","75360","Ressemeleur de chaussures | Ressemeleuse de chaussures"
"22302024","75360","Brocheur-coupeur de semelles premières | Brocheuse-coupeuse de semelles premières"
"22302025","75360","Presseur de semelles | Presseuse de semelles"
"22302026","75360","Cloueur de chaussures | Cloueuse de chaussures"
"22302027","75360","Colleur de chaussures | Colleuse de chaussures"
"22302028","75360","Colleur de premières intérieures (semelles) | Colleuse de premières intérieures (semelles)"
"22302029","75360","Colleur de semelles intérieures | Colleuse de semelles intérieures"
"22302030","75360","Colleur de tiges | Colleuse de tiges"
"22302031","75360","Coupeur de semelles premières | Coupeuse de semelles premières"
"22302033","75360","Découpeur de semelles | Découpeuse de semelles"
"22302034","75360","Découpeur de talons | Découpeuse de talons"
"22302035","75360","Polisseur de lisses | Polisseuse de lisses"
"22302036","75360","Distributeur de semelles | Distributrice de semelles"
"22302037","75360","Doubleur de chaussures | Doubleuse de chaussures"
"22302038","75360","Entoileur de premières (semelles) | Entoileuse de premières (semelles)"
"22302039","75360","Finisseur de chaussures | Finisseuse de chaussures"
"22302040","75360","Fraiseur de cambrures | Fraiseuse de cambrures"
"22302041","75360","Fraiseur de lisses | Fraiseuse de lisses"
"22302042","75360","Fraiseur de talons | Fraiseuse de talons"
"22302043","75360","Fraiseur de tiges | Fraiseuse de tiges"
"22302044","75360","Laqueur de talons | Laqueuse de talons"
"22302045","75360","Laqueur de talons en bois | Laqueuse de talons en bois"
"22302046","75360","Lisseur de tiges | Lisseuse de tiges"
"22302047","31220","Maître coupeur | Maître coupeuse"
"22302048","75360","Maillocheur, chaussures | Maillocheuse, chaussures"
"22302049","75360","Marqueur de semelles | Marqueuse de semelles"
"22302050","75360","Teinturier de chaussures | Teinturière de chaussures"
"22302051","75360","Teinteur de talons | Teinteuse de talons"
"22302052","75360","Monteur de talons | Monteuse de talons"
"22302053","75360","Ouvrier à la fabrication de semelles | Ouvrière à la fabrication de semelles"
"22302054","75360","Ouvrier à la fabrication de tiges | Ouvrière à la fabrication de tiges"
"22302055","75360","Ouvrier de talons | Ouvrière de talons"
"22302056","75360","Ouvrier sur semelles premières | Ouvrière sur semelles premières"
"22302057","75360","Ouvrier sur talons de bois | Ouvrière sur talons de bois"
"22302058","75360","Ponceur de talons | Ponceuse de talons"
"22302059","75360","Zippeur (poseur de fermetures-éclair) | Zippeuse (poseuse de fermetures-éclair)"
"22302060","75360","Rabatteur de piqûres | Rabattrice de piqûres"
"22302061","75360","Rabatteur de semelles | Rabattrice de semelles"
"22302062","75360","Recouvreur de talons | Recouvreuse de talons"
"22302063","75360","Verreur de chaussures | Verreuse de chaussures"
"22302064","75360","Verreur, ponceur de trépointes | Verreuse, ponceuse de trépointes"
"22302065","81560","Ouvrier à la fabrication de chaussures | Ouvrière à la fabrication de chaussures"
"22302066","31220","Cordonnier, chef d'atelier | Cordonnière, cheffe d'atelier"
"22302067","75360","Meuleur de talons | Meuleuse de talons"
"22302068","75360","Marqueur de souliers | Marqueuse de souliers"
"22302069","75360","Coupeur de tiges | Coupeuse de tiges"
"22302070","75360","Réparateur de souliers | Réparatrice de souliers"
"22302071","75360","Praticien de l'industrie de la chaussure | Praticienne de l'industrie de la chaussure"
"22302072","75360","Coupeur, chaussures | Coupeuse, chaussures"
"22302073","81560","Cordonnier industriel | Cordonnière industrielle"
"22302074","75360","Poseur de talons | Poseuse de talons"
"22302075","75360","Sabotier | Sabotière"
"22302076","75360","Piqueur de chaussures | Piqueuse de chaussures"
"22302077","21630","Modéliste en chaussures"
"22302078","21630","Créateur de chaussures | Créatrice de chaussures"
"22302079","75360","Agent technique de la chaussure | Agente technique de la chaussure"
"22302080","75360","Ouvrier à la fabrication de bouts | Ouvrière à la fabrication de bouts"
"22302082","13210","Chef cordonnier | Cheffe cordonnière"
"22302083","75360","Ouvrier à la fabrication de lisses | Ouvrière à la fabrication de lisses"
"22302084","81560","Ouvrier sur chaussures | Ouvrière sur chaussures"
"22302085","75360","Découpeur, chaussures | Découpeuse, chaussures"
"22302086","75360","Gommeur de semelles | Gommeuse de semelles"
"22302087","75360","Gratteur | Grattrice"
"22302088","75360","Graveur de chaussures | Graveuse de chaussures"
"22302089","75360","Agrafeur de semelles | Agrafeuse de semelles"
"22302090","75360","Batteur de trépointes | Batteuse de trépointes"
"22302091","75360","Brideur de boutonnières | Brideuse de boutonnières"
"22302092","75360","Etampeur de cuir | Etampeuse de cuir"
"22302093","75360","Brocheur, coupeur de trépointes | Brocheuse, coupeuse de trépointes"
"22302094","75360","Broyeur de chaussures | Broyeuse de chaussures"
"22302095","75360","Chevilleur | Chevilleuse"
"22302096","75360","Contrôleur de bouts | Contrôleuse de bouts"
"22302097","75360","Coupeur de baguettes | Coupeuse de baguettes"
"22302098","75360","Coupeur de bouts | Coupeuse de bouts"
"22302099","75360","Coupeur de dessus | Coupeuse de dessus"
"22302100","75360","Coupeur de revers | Coupeuse de revers"
"22302101","75360","Coupeur de trépointes | Coupeuse de trépointes"
"22302102","75360","Couseur de franges (chaussures) | Couseuse de franges (chaussures)"
"22302103","75360","Piqueur de trépointes | Piqueuse de trépointes"
"22302104","75360","Déballeur (de chaussures) | Déballeuse (de chaussures)"
"22302105","75360","Effleureur de chaussures | Effleureuse de chaussures"
"22302106","75360","Emballeur de chaussures | Emballeuse de chaussures"
"22302107","75360","Etampeur d'oeillets | Etampeuse d'oeillets"
"22302108","75360","Etampeur de bouts | Etampeuse de bouts"
"22302110","75360","Etampeur de hausses | Etampeuse de hausses"
"22302111","31220","Maître monteur de chaussures | Maître monteuse de chaussures"
"22302112","31220","Chef piqueur | Cheffe piqueuse"
"22302114","31220","Chef au finissage (chaussures) | Cheffe au finissage (chaussures)"
"22302115","75360","Ouvrier cordonnier | Ouvrière cordonnière"
"22302116","75360","Ouvrier sur semelles | Ouvrière sur semelles"
"22302117","75360","Ouvrier sur trépointes | Ouvrière sur trépointes"
"22302118","75360","Passeur de roulettes | Passeuse de roulettes"
"22302119","75360","Piqueur à la machine dans la fabrication de chaussures | Piqueuse à la machine dans la fabrication de chaussures"
"22302120","75360","Poseur de languettes | Poseuse de languettes"
"22302121","75360","Piqueur de baguettes | Piqueuse de baguettes"
"22302122","75360","Piqueur de bouts | Piqueuse de bouts"
"22302123","75360","Piqueur de couche-points | Piqueuse de couche-points"
"22302124","75360","Piqueur de points découverts | Piqueuse de points découverts"
"22302125","75360","Piqueur de revers | Piqueuse de revers"
"22302127","75360","Nettoyeur de semelles | Nettoyeuse de semelles"
"22302129","75360","Ponceur de trépointes | Ponceuse de trépointes"
"22302130","75360","Poseur d'oeillets | Poseuse d'oeillets"
"22302131","75360","Poseur de doublures | Poseuse de doublures"
"22302132","75360","Renformeur | Renformeuse"
"22302133","75360","Retireur de forme | Retireuse de forme"
"22302134","75360","Trépointeur | Trépointeuse"
"22302135","75360","Pinceur | Pinceuse"
"22302136","75360","Réparateur de chaussures | Réparatrice de chaussures"
"22302137","75360","Bottier | Bottière"
"22302138","75360","Imprimeur de marques | Imprimeuse de marques"
"22302139","75360","Lamineur de semelles | Lamineuse de semelles"
"22302140","75360","Piqueur de tiges | Piqueuse de tiges"
"22302141","75360","Pareur de chaussures | Pareuse de chaussures"
"22302142","75360","Astiqueur de semelles | Astiqueuse de semelles"
"22302143","75360","Batteur (industrie de la chaussure) | Batteuse (industrie de la chaussure)"
"22302144","75360","Ponceur de dessus | Ponceuse de dessus"
"22302145","81560","Perforateur (industrie de la chaussure) | Perforatrice (industrie de la chaussure)"
"22302146","81560","Apprêteur de cuir (industrie de la chaussure) | Apprêteuse de cuir (industrie de la chaussure)"
"22302147","75360","Tourneur de talons | Tourneuse de talons"
"22302148","81560","Egaliseur (industrie de la chaussure) | Egaliseuse (industrie de la chaussure)"
"22302149","81560","Pareur (industrie de la chaussure) | Pareuse (industrie de la chaussure)"
"22302150","81560","Nettoyeur (industrie de la chaussure) | Nettoyeuse (industrie de la chaussure)"
"22302151","75360","Pinceur à la machine | Pinceuse à la machine"
"22302153","75360","Visseur en chaussures | Visseuse en chaussures"
"22302154","13210","Cordonnier, maître | Cordonnière, maître"
"22302156","75360","Spécialiste en chaussures"
"22302157","75360","Cordonnier orthopédique | Cordonnière orthopédique"
"22302159","75360","Couseur de chaussures | Couseuse de chaussures"
"22302160","81560","Employé de fabrique de chaussures | Employée de fabrique de chaussures"
"22302161","81560","Ouvrier spécialisé dans les chaussures | Ouvrière spécialisée dans les chaussures"
"22302162","81560","Employé d'atelier de chaussures | Employée d'atelier de chaussures"
"22302163","75360","Laqueur de chaussures | Laqueuse de chaussures"
"22302164","75360","Contrôleur de chaussures | Contrôleuse de chaussures"
"22302165","75360","Monteur en chaussures de ski | Monteuse en chaussures de ski"
"22302166","75360","Fabricant de patins à glace | Fabricante de patins à glace"
"22302167","75360","Cordonnier militaire | Cordonnière militaire"
"22302168","75360","Colleur de semelles | Colleuse de semelles"
"22302169","81560","Opérateur sur machines à chaussures | Opératrice sur machines à chaussures"
"22302170","13210","Bottier-orthopédiste, maître EPS | Bottière-orthopédiste, maître EPS"
"22302171","75360","Bottier-orthopédiste CFC | Bottière-orthopédiste CFC"
"22302172","75360","Cordonnier CFC | Cordonnière CFC"
"22302173","75360","Réparateur de chaussures AFP | Réparatrice de chaussures AFP"
"22303001","75340","Rembourreur d'automobiles | Rembourreuse d'automobiles"
"22303002","75340","Garnisseur en carrosserie | Garnisseuse en carrosserie"
"22303003","75340","Sellier automobile | Sellière automobile"
"22303004","13210","Garnisseur en carrosserie, maître EPS | Garnisseuse en carrosserie, maître EPS"
"22303005","75340","Sellier sur avions | Sellière sur avions"
"22303007","75340","Sellier-tapissier | Sellière-tapissière"
"22303008","75360","Sellier | Sellière"
"22303009","75360","Sellier militaire | Sellière militaire"
"22303010","13210","Sellier-malletier, maître EPS | Sellière-malletière, maître EPS"
"22303011","75360","Sellier d'entreprise | Sellière d'entreprise"
"22303012","75360","Ouvrier à la fabrication de harnais | Ouvrière à la fabrication de harnais"
"22303013","75340","Sellier en voitures | Sellière en voitures"
"22303014","75360","Malletier | Malletière"
"22303015","75340","Garnisseur de voitures | Garnisseuse de voitures"
"22303016","75340","Sellier sur wagons | Sellière sur wagons"
"22303017","75360","Sellier en serviettes | Sellière en serviettes"
"22303018","93290","Aide-sellier | Aide-sellière"
"22303019","75340","Rembourreur de véhicules | Rembourreuse de véhicules"
"22303020","75360","Praticien sellier | Praticienne sellière"
"22303021","75360","Sellier industriel | Sellière industrielle"
"22303022","75340","Sellier en carrosserie | Sellière en carrosserie"
"22303023","75340","Sellier de voitures | Sellière de voitures"
"22303024","13210","Garnisseur de meubles, maître EPS | Garnisseuse de meubles, maître EPS"
"22303026","75360","Bourrelier | Bourrelière"
"22303027","75360","Sellier, dipl. EPS | Sellière, dipl. EPS"
"22303028","13210","Sellier-tapissier, maître EPS | Sellière-tapissière, maître EPS"
"22303029","75340","Capitonneur-décorateur | Capitonneuse-décoratrice"
"22303030","75340","Capitonneur-tapissier | Capitonneuse-tapissière"
"22303031","75340","Rembourreur de chaises | Rembourreuse de chaises"
"22303032","75340","Rembourreur de meubles | Rembourreuse de meubles"
"22303033","75340","Rembourreur de meubles en cuir | Rembourreuse de meubles en cuir"
"22303034","75340","Rembourreur de cuir artificiel | Rembourreuse de cuir artificiel"
"22303035","75340","Tapissier de meubles | Tapissière de meubles"
"22303036","75340","Tapissier-rembourreur | Tapissière-rembourreusee"
"22303037","75360","Riveur de malles | Riveuse de malles"
"22303038","75340","Ouvrier de rembourrage | Ouvrière de rembourrage"
"22303039","75340","Rameur, empointeur d'étoffes | Rameuse, empointeuse d'étoffes"
"22303040","13210","Maître sellier | Maîtresse sellière"
"22303041","75360","Sellier à domicile | Sellière à domicile"
"22303042","75360","Sellier en gros | Sellière en gros"
"22303043","75360","Sellier (fabrication de tentes) | Sellière (fabrication de tentes)"
"22303044","75360","Sellier (fabrication de courroies) | Sellière (fabrication de courroies)"
"22303045","75360","Sellier (fabrication de sacoches) | Sellière (fabrication de sacoches)"
"22303046","75340","Garnisseur | Garnisseuse"
"22303048","13210","Garnisseur en carrosserie, maître | Garnisseuse en carrosserie, maître"
"22303049","13210","Sellier-malletier, maître | Sellière-malletière, maître"
"22303050","13210","Garnisseur de meubles, maître | Garnisseuse de meubles, maître"
"22303051","13210","Sellier-tapissier, maître | Sellière-tapissière, maître"
"22303053","75360","Sellier d'articles d'équitation | Sellière d'articles d'équitation"
"22303054","75340","Garnisseur de meubles spécialisé, brev. féd. EP | Garnisseuse de meubles spécialisée, brev. féd. EP"
"22303055","75340","Garnisseur de meubles spécialisé | Garnisseuse de meubles spécialisée"
"22303056","75360","Sellier (fabrication de cloches) | Sellière (fabrication de cloches)"
"22303057","75340","Sellier d'équipement pour bateaux | Sellière d'équipement pour bateaux"
"22303058","75340","Sellier, garnisseur | Sellière, garnisseuse"
"22303059","75360","Employé de sellerie | Employée de sellerie"
"22303060","75360","Sellier d'articles de sport | Sellière d'articles de sport"
"22303061","75360","Sellier en équipements sportifs | Sellière en équipements sportifs"
"22303063","75340","Garnisseur de meubles industriels, brev. féd. EP | Garnisseuse de meubles industriels, brev. féd. EP"
"22303064","13210","Garnisseur de meubles industriels, maître EPS | Garnisseuse de meubles industriels, maître EPS"
"22303066","75360","Artisan du cuir et du textile CFC | Artisane du cuir et du textile CFC"
"22303067","75360","Artisan du cuir et du textile CFC, sport équestre | Artisane du cuir et du textile CFC, sport équestre"
"22303068","75340","Artisan du cuir et du textile CFC, véhicules et technique | Artisane du cuir et du textile CFC, véhicules et technique"
"22303069","75360","Artisan du cuir et du textile CFC, maroquinerie | Artisane du cuir et du textile CFC, maroquinerie"
"22303070","75340","Garnisseur de meubles CFC | Garnisseuse de meubles CFC"
"22303071","13210","Maître du cuir et du textile EPS"
"22303072","13210","Maître du cuir et du textile EPS, sport équestre"
"22303073","13210","Maître du cuir et du textile EPS, véhicules et technique"
"22303074","13210","Maître du cuir et du textile EPS, maroquinerie"
"22304001","75360","Riveur sur cuir | Riveuse sur cuir"
"22304002","75360","Ouvrier ceinturier (cuir) | Ouvrière ceinturière (cuir)"
"22304003","81560","Ouvrier à la fabrication d'articles en cuir | Ouvrière à la fabrication d'articles en cuir"
"22304004","75360","Maroquinier en articles de fantaisie | Maroquinière en articles de fantaisie"
"22304005","75360","Maroquinier en fin | Maroquinière en fin"
"22304006","75360","Ouvrier à la fabrication d'étuis | Ouvrière à la fabrication d'étuis"
"22304007","75360","Ouvrier à la fabrication de gaines en cuir | Ouvrière à la fabrication de gaines en cuir"
"22304008","75360","Maroquinier-portefeuilliste | Maroquinière-portefeuilliste"
"22304009","81430","Gainier | Gainière"
"22304010","81430","Fabricant de gaines | Fabricante de gaines"
"22304011","75360","Ceinturier | Ceinturière"
"22304012","75360","Maroquinier | Maroquinière"
"22304013","75360","Fabricant de porte-monnaie | Fabricante de porte-monnaie"
"22304014","75360","Fabricant de sacs à main | Fabricante de sacs à main"
"22304015","75360","Artisan en pelleterie | Artisane en pelleterie"
"22304016","75360","Fabricant de gants de cuir | Fabricante de gants de cuir"
"22304017","75360","Fabricant de gants glacés | Fabricante de gants glacés"
"22304019","75330","Couseur en cuir | Couseuse en cuir"
"22304020","75360","Couturier sur bracelets cuir | Couturière sur bracelets cuir"
"22304021","75360","Fabricant de sacs à main en matières synthétiques | Fabricante de sacs à main en matières synthétiques"
"22304022","75360","Cloueur de cuir | Cloueuse de cuir"
"22304023","75360","Façonneur de courroies | Façonneuse de courroies"
"22304024","75360","Façonneur de fouets | Façonneuse de fouets"
"22304026","75330","Piqueur de bordures | Piqueuse de bordures"
"22304027","75360","Ciseleur sur cuir | Ciseleuse sur cuir"
"22304028","75350","Coloriste en cuir"
"22304029","81310","Ouvrier sur simili-cuir | Ouvrière sur simili-cuir"
"22304030","75360","Graveur sur cuir | Graveuse sur cuir"
"22304031","75350","Colleur de cuir | Colleuse de cuir"
"22304032","75360","Tresseur de cuir | Tresseuse de cuir"
"22304033","75350","Doreur sur cuir | Doreuse sur cuir"
"22304034","75110","Refendeur de boyaux | Refendeuse de boyaux"
"22304035","75350","Fabricant de catgut | Fabricante de catgut"
"22304036","75350","Etampeur sur cuir | Etampeuse sur cuir"
"22304037","81560","Employé au piclage (fabrique d'articles en cuir) | Employée au piclage (fabrique d'articles en cuir)"
"22304038","75330","Piqueur d'articles en cuir | Piqueuse d'articles en cuir"
"22304039","75360","Riveteur sur cuir | Riveteuse sur cuir"
"22304041","75350","Cordier-boyautier | Cordière-boyautière"
"22304042","75330","Couseur de simili-cuir | Couseuse de simili-cuir"
"22304044","75310","Fabricant de vêtements de cuir | Fabricante de vêtements de cuir"
"22304045","75350","Spécialiste du cuir"
"22304046","75330","Couseur sur cuir | Couseuse sur cuir"
"22305001","75310","Fourreur | Fourreuse"
"22305003","75310","Fourreur modéliste | Fourreuse modéliste"
"22305004","75310","Couturier en pelleterie | Couturière en pelleterie"
"22305005","13210","Fourreur, maître EPS | Fourreuse, maître EPS"
"22305006","75310","Confectionneur de bonnets de fourrure | Confectionneuse de bonnets de fourrure"
"22305007","75310","Confectionneur de chapeaux de fourrure | Confectionneuse de chapeaux de fourrure"
"22305008","75320","Coupeur en fourrures | Coupeuse en fourrures"
"22305009","75310","Couturier en fourrures | Couturière en fourrures"
"22305011","75310","Couseur de peaux | Couseuse de peaux"
"22305012","75310","Couseur en pelleterie | Couseuse en pelleterie"
"22305013","75310","Couturier de tapis en peaux | Couturière de tapis en peaux"
"22305014","75310","Ouvrier sur long poil | Ouvrière sur long poil"
"22305015","75310","Couseur de pattes | Couseuse de pattes"
"22305016","75310","Etireur de peaux (fourreur) | Etireuse de peau (fourreuse)"
"22305017","75310","Couseur de fourrures | Couseuse de fourrures"
"22305018","13210","Fourreur, maître | Fourreuse, maître"
"22305019","75310","Mécanicien en fourrure | Mécanicienne en fourrure"
"22305020","75310","Créateur de vêtements, pelleterie | Créatrice de vêtements, pelleterie"
"22305021","75310","Créateur de vêtements, couture de fourrures | Créatrice de vêtements, couture de fourrures"
"22305022","75310","Spécialiste en fourrures"
"22305023","75310","Créateur de vêtements, métiers de la fourrure | Créatrice de vêtements, métiers de la fourrure"
"22305024","75310","Créateur de vêtements, couture et finition de fourrures | Créatrice de vêtements, couture et finition de fourrures"
"23101001","71121","Maçon | Maçonne"
"23101002","71121","Maçon-briqueteur | Maçonne-briqueteuse"
"23101003","13231","Maçon, maître EPS | Maçonne, maître EPS"
"23101004","93131","Travailleur spécialisé de la construction (maçon) | Travailleuse spécialisée de la construction (maçonne)"
"23101006","71121","Cimentier-jointoyeur | Cimentière-jointoyeuse"
"23101007","71121","Maçon d'usine | Maçonne d'usine"
"23101008","71121","Maçon de fabrique | Maçonne de fabrique"
"23101009","71121","Maçon en travaux publics | Maçonne en travaux publics"
"23101010","93131","Maçon en bâtiment | Maçonne en bâtiment"
"23101011","71121","Maçon de façades | Maçonne de façades"
"23101012","71121","Maçon en gros oeuvre | Maçonne en gros oeuvre"
"23101013","71121","Maçon en moellons | Maçonne en moellons"
"23101014","71121","Maçon sur pierres naturelles | Maçonne sur pierres naturelles"
"23101015","71140","Maçon-bétonneur | Maçonne-bétonneuse"
"23101016","71121","Maçon-crépisseur | Maçonne-crépisseuse"
"23101017","71121","Maçon-modeleur | Maçonne-modeleuse"
"23101018","71121","Maçon-plâtrier | Maçonne-plâtrière"
"23101019","71121","Maçon-réparateur | Maçonne-réparatrice"
"23101020","71121","Maçon spécialisé | Maçonne spécialisée"
"23101021","71121","Maçon à la tâche | Maçonne à la tâche"
"23101022","71121","Maçon à façon | Maçonne à façon"
"23101023","93131","Ouvrier spécialisé en construction, maçonnerie | Ouvrière spécialisée en construction, maçonnerie"
"23101025","71121","Maçon sur pierres réfractaires | Maçonne sur pierres réfractaires"
"23101026","31231","Chef d'équipe construction | Cheffe d'équipe construction"
"23101030","71121","Maçon, bâtiment | Maçonne, bâtiment"
"23101031","71121","Maçon, génie civil | Maçonne, génie civil"
"23101032","13231","Maçon, maître | Maçonne, maître"
"23101033","71140","Opérateur de sciage d'édifice | Opératrice de sciage d'édifice"
"23101034","71121","Maçon de rotondes | Maçonne de rotondes"
"23101035","71121","Artiste maçon | Artiste maçonne"
"23101036","71121","Maçon de voûtes | Maçonne de voûtes"
"23101037","71121","Maçon, construction d'escaliers | Maçonne, construction d'escaliers"
"23101038","71121","Monteur en maçonnerie | Monteuse en maçonnerie"
"23101039","71121","Aide-maçon AFP | Aide-maçonne AFP"
"23101040","71140","Opérateur de sciage d'édifice CFC | Opératrice de sciage d'édifice CFC"
"23101041","71121","Maçon CFC | Maçonne CFC"
"23101042","31231","Contremaître de sciage d'édifice, brev. féd. EP | Contremaîtresse de sciage d'édifice, brev. féd. EP"
"23101043","71121","Maçon à pierres sèches | Maçonne à pierres sèches"
"23101044","71121","Maçon, briques de parements | Maçonne, briques de parements"
"23101045","71121","Artisan en conservat. des monuments historiq., brev. féd. EP, maçonnerie/enduit | Artisane en conservat. des monuments historiq., brev. féd. EP, maçonnerie/enduit"
"23102001","71140","Maçon-ferrailleur | Maçonne-ferrailleuse"
"23102002","71140","Coffreur, béton | Coffreuse, béton"
"23102003","71140","Bétonneur | Bétonneuse"
"23102004","71140","Cimentier-enduiseur | Cimentière-enduiseuse"
"23102005","31231","Contremaître au coffrage | Contremaîtresse au coffrage"
"23102006","71140","Cimenteur (construction) | Cimenteuse (construction)"
"23102007","71140","Décoffreur | Décoffreuse"
"23102008","71140","Dameur de béton | Dameuse de béton"
"23102009","71140","Monteur d'éléments en béton | Monteuse d'éléments en béton"
"23102010","71140","Ouvrier sur béton armé | Ouvrière sur béton armé"
"23102011","71140","Préparateur de béton | Préparatrice de béton"
"23102012","71140","Projeteur de béton | Projeteuse de béton"
"23102013","71140","Radeur de béton, lisseur | Radeuse de béton, lisseuse"
"23102015","71140","Constructeur d'éléments | Constructrice d'éléments"
"23102016","71140","Constructeur d'éléments en béton | Constructrice d'éléments en béton"
"23102017","71140","Ouvrier en béton armé | Ouvrière en béton armé"
"23102018","71140","Coffreur | Coffreuse"
"23102021","31231","Contremaître à la fabrication de béton armé | Contremaîtresse à la fabrication de béton armé"
"23102022","71140","Ouvrier d'assainissement sur béton | Ouvrière d'assainissement sur béton"
"23102023","71140","Fraiseur de béton | Fraiseuse de béton"
"23102024","93131","Mélangeur de béton | Mélangeuse de béton"
"23102025","71140","Enfileur de fer | Enfileuse de fer"
"23102026","71140","Ferrailleur | Ferrailleuse"
"23102027","93131","Ouvrier au bétonnage | Ouvrière au bétonnage"
"23102028","93131","Aide en bétonnage"
"23102030","31121","Examinateur du béton, brev. féd. EP | Examinatrice du béton, brev. féd. EP"
"23102031","71140","Scieur de béton, brev. féd. EP | Scieuse de béton, brev. féd. EP"
"23102032","31121","Examinateur du béton | Examinatrice du béton"
"23102033","71140","Scieur de béton | Scieuse de béton"
"23102034","31121","Contrôleur de matériaux de construction, brev. féd. EP | Contrôleuse de matériaux de construction, brev. féd. EP"
"23102035","31121","Contrôleur de matériaux de construction | Contrôleuse de matériaux de construction"
"23102036","71140","Spécialiste en béton"
"23102037","31231","Contremaître ferrailleur | Contremaîtresse ferrailleuse"
"23102038","71140","Guniteur | Guniteuse"
"23102039","71140","Bétonneur et constructeur métallique | Bétonneuse et constructrice métallique"
"23102041","31231","Contremaître en construction en béton | Contremaîtresse en construction en béton"
"23102042","71140","Ouvrier spécialisé sur béton | Ouvrière spécialisée sur béton"
"23102043","31231","Contremaître au bétonnage | Contremaîtresse au bétonnage"
"23102045","31231","Coordinateur de coffrages | Coordinatrice de coffrages"
"23102046","93131","Travailleur spécialisé de la construction, bétonnage | Travailleuse spécialisée de la construction, bétonnage"
"23103002","71151","Charpentier-menuisier | Charpentière-menuisière"
"23103003","71151","Charpentier | Charpentière"
"23103004","71151","Charpentier du bâtiment | Charpentière du bâtiment"
"23103005","71151","Compagnon charpentier | Compagne charpentière"
"23103006","71151","Charpentier en coffrages | Charpentière en coffrages"
"23103007","31232","Charpentier, contremaître, brev. féd. EP | Charpentière, contremaîtresse, brev. féd. EP"
"23103008","71151","Charpentier en construction de chalets | Charpentière en construction de chalets"
"23103009","71151","Charpentier en construction de ponts | Charpentière en construction de ponts"
"23103010","71151","Charpentier de fabrique | Charpentière de fabrique"
"23103011","71151","Charpentier de théâtre | Charpentière de théâtre"
"23103012","71151","Charpentier en bâtiment | Charpentière en bâtiment"
"23103013","71151","Charpentier en moulins | Charpentière en moulins"
"23103014","71151","Constructeur d'escaliers | Constructrice d'escaliers"
"23103017","71154","Charpentier sur bateaux | Charpentière sur bateaux"
"23103018","71154","Charpentier naval | Charpentière navale"
"23103019","71154","Charpentier de chantier naval | Charpentière de chantier naval"
"23103020","93132","Ouvrier-charpentier | Ouvrière-charpentière"
"23103021","93132","Aide-charpentier | Aide-charpentière"
"23103022","93132","Ouvrier sur construction de bois | Ouvrière sur construction de bois"
"23103023","13210","Maître charpentier, constructeur de bateaux | Maître charpentière, constructrice de bateaux"
"23103024","71150","Aboutisseur | Aboutisseuse"
"23103025","31232","Contremaître (charpentier) | Contremaîtresse (charpentière)"
"23103028","13232","Charpentier, maître | Charpentière, maître"
"23103031","71151","Charpentier d'escaliers | Charpentière d'escaliers"
"23103032","71151","Charpentier, aménagement en bois et agencement intérieur | Charpentière, aménagement en bois et agencement intérieur"
"23103033","13210","Responsable de charpenterie"
"23103034","93131","Travailleur spécialisé de la construction, charpenterie | Travailleuse spécialisée de la construction, en charpenterie"
"23103035","31232","Contremaître charpentier, brev. féd. EP | Contremaîtresse charpentière, brev. féd. EP"
"23103036","13232","Charpentier, maître EPS | Charpentière, maître EPS"
"23103037","71151","Charpentier CFC | Charpentière CFC"
"23103038","71151","Artisan en conservat. des monuments historiques, brev. féd. EP, constr. en bois | Artisane en conservat. des monuments historiques, brev. féd. EP, constr. en bois"
"23104001","93120","Ouvrier au revêtement | Ouvrière au revêtement"
"23104002","31231","Contremaître de construction de routes, brev. féd. EP | Contremaîtresse de construction de routes, brev. féd. EP"
"23104003","93120","Goudronneur de routes | Goudronneuse de routes"
"23104004","93120","Mélangeur de bitume | Mélangeuse de bitume"
"23104005","93120","Ouvrier, construction de routes | Ouvrière, construction de routes"
"23104006","93120","Ouvrier au revêtement de routes | Ouvrière au revêtement de routes"
"23104007","93120","Pulvériseur de goudron | Pulvériseuse de goudron"
"23104008","83421","Maçon en construction de routes | Maçonne en construction de routes"
"23104009","93120","Ouvrier à la construction de routes bétonnées | Ouvrière à la construction de routes bétonnées"
"23104010","83421","Constructeur de routes | Constructrice de routes"
"23104011","93120","Peintre en signalisation routière"
"23104012","93120","Asphalteur | Asphalteuse"
"23104013","83421","Conducteur de machine de revêtement, asphalte | Conductrice de machine de revêtement, asphalte"
"23104014","93120","Goudronneur | Goudronneuse"
"23104015","93120","Aplanisseur d'asphalte | Aplanisseuse d'asphalte"
"23104016","93120","Cuiseur d'asphalte | Cuiseuse d'asphalte"
"23104017","93120","Ouvrier à la construction de chemins | Ouvrière à la construction de chemins"
"23104018","31231","Contremaître dans la construction des routes | Contremaîtresse dans la construction des routes"
"23104019","93120","Ouvrier asphalteur sur routes | Ouvrière asphalteuse sur routes"
"23104020","93120","Ouvrier spécialiste en construction de routes | Ouvrière spécialiste en construction de routes"
